X,Y,ObjectId,tid,stanoviste_ogc_fid,typ_odpad_separovany,komodita_odpad_separovany,objem,cyklus_vyvozu,majitel,vyvoz_1,vyvoz_2,vyvoz_3,vyvoz_4,vyvoz_5,vyvoz_6,vyvoz_7,vyvoz_1_zacatek,vyvoz_2_zacatek,vyvoz_3_zacatek,vyvoz_4_zacatek,vyvoz_5_zacatek,vyvoz_6_zacatek,vyvoz_7_zacatek,vyvoz_1_interval,vyvoz_2_interval,vyvoz_3_interval,vyvoz_4_interval,vyvoz_5_interval,vyvoz_6_interval,vyvoz_7_interval,nazev,ulice,cp,verejnost,datum_exportu,GlobalID
1844564.1628,6308102.1615,2739,23630,7525,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Kamenomlýnská 3 - v domě,Kamenomlýnská,126,N,2023/04/19 00:00:00+00,{526B9796-C7EB-4162-8144-5EEBBCC24D49}
1853184.6217,6300651.8274,2740,12613,3420,,Papír,1100,3x týdně,EKO-KOM,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2022/05/29 00:00:00+00,,7,,,7,,7,Prodloužená 18,Prodloužená,111,A,2023/04/19 00:00:00+00,{B2238C56-CA99-45DE-BC80-455DC862A344}
1843481.9927,6303245.2651,2741,24606,3465,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,ulice Kosmonautů 23,ulice Kosmonautů,549,A,2023/04/19 00:00:00+00,{270BAD5B-1DB4-456A-B268-6181F7B40F61}
1846693.1369,6308370.5843,2742,23613,10150,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Jiříkovského 14 - v domě,Jiříkovského,190,N,2023/04/19 00:00:00+00,{EF0F3D7D-1F80-4059-8D3B-9D4EC57E82D8}
1850060.7519,6307337.5345,2743,18751,8185,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2023/03/31 00:00:00+00,,,,,,,7,,,Štěpánská 6 - v domě,Štěpánská,311,N,2023/04/19 00:00:00+00,{F7C126CF-4035-4B3D-A190-FFE89EF86319}
1855304.9463,6299783.7587,2744,22979,3296,,Papír,1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2022/05/29 00:00:00+00,,7,,,7,,7,Tuřanské náměstí 35,Tuřanské náměstí,88,A,2023/04/19 00:00:00+00,{B76C5F27-A9E7-44E4-9F69-B2F578F74418}
1843528.8804,6305581.5639,2745,24871,2904,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Úpatní 22,Úpatní,178,A,2023/04/19 00:00:00+00,{D8C6119E-8C6F-4C75-9544-F0ECC7256667}
1850918.2571,6314972.1472,2746,25785,10751,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2022/02/23 00:00:00+00,,,,,,,7,,,,,Dusíkova 19 - v domě,Dusíkova,850,N,2023/04/19 00:00:00+00,{5395AA47-72F6-4632-91F6-CFE70AD88098}
1857961.8532,6310583.4183,2747,24317,2870,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Kosíkova  5,Kosíkova,2330,A,2023/04/19 00:00:00+00,{32FE684B-F86D-4CCF-9C7D-D8DD1A0B2F8A}
1855435.7133,6298803.6426,2748,23946,3419,,Papír,1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2022/05/29 00:00:00+00,,7,,,7,,7,Moravská 50,Moravská,830,A,2023/04/19 00:00:00+00,{85ABBAB5-0F90-4E19-ABCC-D537EA167D17}
1837841.5676,6311422.0445,2749,24076,2702,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Foltýnova 5,Foltýnova,1000,A,2023/04/19 00:00:00+00,{58EBEB58-2AE5-4F80-B5F9-E03D79AEE121}
1847543.5065,6308867.7777,2750,25337,10668,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/09/14 00:00:00+00,,,,,,,7,,,,,,Jiráskova 6 - v domě,Jiráskova,214,N,2023/04/19 00:00:00+00,{C62AA89B-8DD0-403E-B52B-6870D56EEC30}
1840507.0906,6306748.6958,2751,24236,3526,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Pavlovská 29,Pavlovská,521,A,2023/04/19 00:00:00+00,{7E1FB256-C34F-43C5-8D73-3A00F7419C58}
1850331.9039,6306242.3794,2752,22831,10046,,Sklo barevné,1550,1x30 třetí,EKO-KOM,A,N,N,N,N,N,N,2019/09/20 00:00:00+00,,,,,,,,,,,,,,Dornych x Kovářská,Dornych,486,A,2023/04/19 00:00:00+00,{0151F97D-ADEA-400A-9E7A-D60680C4DDD8}
1844764.2485,6316507.2908,2753,25191,10624,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/06/02 00:00:00+00,,,,,,,7,,,,,K Rybníku 1,K Babě,595,A,2023/04/19 00:00:00+00,{676058BA-EA7E-4773-B8FD-0BCDFBEFA65F}
1845510.9907,6303194.2922,2754,25428,9998,Sklo duo - barevné,Sklo barevné,1125,1x14 sudý,SAKO,N,N,N,A,N,N,N,,,,2022/02/10 00:00:00+00,,,,,,,14,,,,Rolnická 3-5,Rolnická,643,A,2023/04/19 00:00:00+00,{026C1389-1749-46A9-95DB-66EB66964B26}
1848192.3767,6310621.247,2755,4945,2658,,Sklo barevné,240,2x týdně,SAKO,A,N,N,N,A,N,N,2020/02/10 00:00:00+00,,,,2020/02/07 00:00:00+00,,,7,,,,7,,,Štefánikova 23,Hrnčířská,850,A,2023/04/19 00:00:00+00,{AB3BCA5E-E6CB-4802-8B10-40EC819BFEE1}
1842603.5817,6311226.4604,2756,25224,10632,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2023/03/06 00:00:00+00,,,2023/03/09 00:00:00+00,,,,7,,,7,,,,Bratří Ocelků 14,,668,A,2023/04/19 00:00:00+00,{9420421E-5738-48A4-B538-6FBA21B944A6}
1848167.9644,6307627.8897,2757,25361,10677,,Papír,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/10/07 00:00:00+00,,,,,,,7,,,,Pellicova 6 - v domě,Pellicova,627,N,2023/04/19 00:00:00+00,{D87C5574-CACC-40B5-A361-0D3D94DCB054}
1839268.216,6312202.1083,2758,24103,2725,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Laštůvkova 65,Laštůvkova,699,A,2023/04/19 00:00:00+00,{D41883C2-53E0-4356-8EAD-D38687FEB292}
1848192.3767,6310621.247,2759,4947,2658,,Sklo barevné,240,2x týdně,SAKO,A,N,N,N,A,N,N,2020/02/10 00:00:00+00,,,,2020/02/07 00:00:00+00,,,7,,,,7,,,Štefánikova 23,Hrnčířská,850,A,2023/04/19 00:00:00+00,{B8DB825D-E9DA-47D5-8280-2C02B5DED5F5}
1847944.4571,6309999.5324,2760,25030,3250,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,7x týdně,SAKO,A,A,A,A,A,A,A,2021/04/12 00:00:00+00,2021/04/13 00:00:00+00,2021/04/14 00:00:00+00,2021/04/08 00:00:00+00,2021/04/09 00:00:00+00,2021/04/10 00:00:00+00,2021/04/11 00:00:00+00,7,7,7,7,7,7,7,Botanická x Kotlářská,Kotlářská,661,A,2023/04/19 00:00:00+00,{5BE78EC2-56AB-41DB-94A8-20CA3132544F}
1845984.3101,6308519.2878,2761,25363,10678,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/10/06 00:00:00+00,,,,,,,7,,,,,Havlíčkova 11a - v domě,Havlíčkova,125,N,2023/04/19 00:00:00+00,{A98FFF23-8C49-4877-B11F-9763A51E617B}
1845010.7877,6312273.8434,2762,24689,3303,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Gabriely Preissové 4,Gabriely Preissové,2522,A,2023/04/19 00:00:00+00,{61267E84-B5B1-402A-91F7-0378FA4E6F87}
1846476.91,6315647.6809,2763,24470,5395,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Žitná 15,Žitná,1730,A,2023/04/19 00:00:00+00,{5093606F-D971-4FB9-ACE5-C0331AC8D6B2}
1849324.4291,6308106.8801,2764,16892,3594,,Papír,240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Sukova 5 - v domě,Sukova,546,N,2023/04/19 00:00:00+00,{94416820-F75D-4ACC-A808-01FA7C03F83D}
1845902.2008,6303656.2602,2765,16226,6632,Podzemní kontejnery,Papír,3000,3x týdně,městská část Brno-Bohunice,A,N,A,N,A,N,N,2021/01/18 00:00:00+00,,2021/01/20 00:00:00+00,,2020/06/05 00:00:00+00,,,7,,7,,7,,,Běloruská - podzemní kontejnery,Moldavská,536,A,2023/04/19 00:00:00+00,{F6D1BEEC-5A12-4D03-9624-E63E74C7E43F}
1848264.2335,6306290.2711,2766,26415,10931,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2023/03/28 00:00:00+00,,,2023/03/31 00:00:00+00,,,,7,,,7,,,Křídlovická 54,Křídlovická,355,A,2023/04/19 00:00:00+00,{35C2EA8F-B0EC-462B-A665-D89450523803}
1853022.8745,6307505.3316,2767,24795,3208,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Strakatého 9,Strakatého,3138,A,2023/04/19 00:00:00+00,{2AC6B2F1-77C9-473D-893E-D67D752FCAA4}
1843836.2558,6303667.4292,2768,25214,10560,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2021/06/14 00:00:00+00,,,2021/06/10 00:00:00+00,,,,7,,,7,,,,Dunajská 1,Dunajská,189,A,2023/04/19 00:00:00+00,{CE2CEC76-DC71-4D59-9940-7CEB3B0A3F22}
1850317.9667,6310922.1101,2769,25374,10681,,Papír,1100,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Zemědělská 29 - TŘÍĎOUN,Břenkova,173,N,2023/04/19 00:00:00+00,{20B1C9F4-6DA6-42A0-A282-73FCEDF03E93}
1846167.8648,6318026.768,2770,5666,2912,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Kárníkova 20,Kárníkova,1539,A,2023/04/19 00:00:00+00,{FD77A4B7-A866-4782-842F-3AEC7A83B693}
1848264.2335,6306290.2711,2771,26416,10931,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2023/03/28 00:00:00+00,,,2023/03/31 00:00:00+00,,,,7,,,7,,,Křídlovická 54,Křídlovická,355,A,2023/04/19 00:00:00+00,{75BBAB70-C966-4E32-9B9E-2ADE78EF3730}
1844553.9326,6308935.8896,2772,25228,10634,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/06/16 00:00:00+00,,,,,,,7,,,,,Ludvíka Podéště 20 - v domě,Ludvíka Podéště,779,N,2023/04/19 00:00:00+00,{EDA96F45-3AF8-453D-80C8-D4B3F65F9356}
1845724.6351,6312102.3382,2773,12354,2467,,Papír,1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,2021/02/21 00:00:00+00,,7,,,7,,7,Záhřebská 2,Záhřebská,2500,A,2023/04/19 00:00:00+00,{2FF9CA5F-1977-4FB2-A82F-8A5FDA3D5361}
1848717.404,6307806.356,2774,26417,3604,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Dominikánské nám. 6/7 - v domě,Dominikánské náměstí,188,N,2023/04/19 00:00:00+00,{D3C6437F-4C5D-4685-8DFE-ABBA652DCAB4}
1857796.8331,6310327.4659,2775,7699,3650,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Puchýřova 11,Puchýřova,2323,A,2023/04/19 00:00:00+00,{EB94B84D-CBED-4D42-8E7C-2339D8CA3225}
1845097.4722,6308906.6379,2776,25235,10637,,Biologický odpad,120,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/06/30 00:00:00+00,,,,,,,7,,,,,Rezkova 20a - v domě,Rezkova,886,N,2023/04/19 00:00:00+00,{0748F6B5-59A6-4C01-A4AA-7522757A452D}
1856620.7761,6309541.459,2777,24300,7409,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Goldova,Goldova,2547,A,2023/04/19 00:00:00+00,{46C3E383-F4BA-43B7-8A2D-401E8DE79195}
1845657.0419,6309025.5706,2778,26420,10932,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2023/04/05 00:00:00+00,,,,,,,7,,,,,Havlíčkova 59 - v domě,Havlíčkova,159,N,2023/04/19 00:00:00+00,{E552B103-9911-4D89-8703-9F11B1138A32}
1844638.1012,6308849.634,2779,23622,10360,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Kalvodova 22 - v domě,Kalvodova,908,N,2023/04/19 00:00:00+00,{43709A0A-14D1-49CA-81F6-84241B223461}
1850416.7071,6307815.9633,2780,21957,10229,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/16 00:00:00+00,,,,,,,7,,,,,Stavební 3 - v domě,Stavební,165,N,2023/04/19 00:00:00+00,{36C067ED-0F27-4E1B-B7E3-A4D8587E2DF3}
1856333.4049,6306042.4024,2781,24573,3166,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,V Nové čtvrti,Šmilovského,339,A,2023/04/19 00:00:00+00,{477E7E3A-0580-4E24-9108-4673A1A38734}
1845006.7357,6303957.6579,2782,22773,3882,Sklo duo - bílé,Sklo bílé,1125,1x14 lichý,SAKO,N,N,A,N,N,N,N,,,2022/02/16 00:00:00+00,,,,,,,14,,,,,Okrouhlá 5,Okrouhlá,374,A,2023/04/19 00:00:00+00,{F57E0003-F9A0-4889-B246-3552DEAAB5E2}
1849930.4413,6313779.2776,2783,26424,10779,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2022/03/10 00:00:00+00,,,,,,,7,,,,Fillova 3 - v domě,Fillova,100,N,2023/04/19 00:00:00+00,{C1F68A02-BB7F-4258-A3CC-74538E37E079}
1851848.7767,6307624.8577,2784,25237,3473,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/06/25 00:00:00+00,,,,,,,7,,,Táborská x Letní,Táborská,213,A,2023/04/19 00:00:00+00,{1DDF4271-BFD0-4794-BD9D-FBF418C28B72}
1853184.6217,6300651.8274,2785,24672,3420,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Prodloužená 18,Prodloužená,111,A,2023/04/19 00:00:00+00,{E270B741-EE8C-4F71-BB7D-AB6B044F8174}
1846313.9828,6316077.7136,2786,15523,3478,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,"Žitná 1,3",Nové náměstí,1510,A,2023/04/19 00:00:00+00,{98D4B222-B8EB-4E9D-BDEF-4CF8A5C2D2F7}
1857667.6914,6309845.8617,2787,7056,3398,,Sklo barevné,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/03/11 00:00:00+00,,,,,,,7,,,Novolíšeňská 10 - u ZŠ,Kocourkova,2708,A,2023/04/19 00:00:00+00,{44A39DA4-36F6-47F1-B785-86D863449375}
1845083.6909,6310770.0243,2788,25239,3347,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/06/23 00:00:00+00,,,,,,,7,,,,,Bráfova 13,Bráfova,2110,A,2023/04/19 00:00:00+00,{2BA9C07C-635B-48B3-804A-E8F03FCC3F86}
1839832.6058,6307669.2652,2789,24219,2774,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Bellova 46,Bellova,349,A,2023/04/19 00:00:00+00,{5109A33C-289E-440A-81E7-2FE2D81E811F}
1857961.8532,6310583.4183,2790,5538,2870,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Kosíkova  5,Kosíkova,2330,A,2023/04/19 00:00:00+00,{DF7E9E32-BBAA-4AAD-95DC-131B11BACB32}
1857667.6914,6309845.8617,2791,7057,3398,,Sklo bílé,1550,1x14 sudý,EKO-KOM,N,N,N,N,A,N,N,,,,,2022/03/11 00:00:00+00,,,,,,,14,,,Novolíšeňská 10 - u ZŠ,Kocourkova,2708,A,2023/04/19 00:00:00+00,{9C8D387A-3195-4D5E-8023-2F7AA961EA14}
1844690.7442,6308729.0002,2792,25261,10646,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/07/14 00:00:00+00,,,,,,,7,,,,,Preslova 104- v domě,Preslova,807,N,2023/04/19 00:00:00+00,{F3A59A9C-DFAA-4270-A021-9E8B95586EF1}
1842469.7868,6304998.7056,2793,24405,6675,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Oblá 54-56,Oblá,464,A,2023/04/19 00:00:00+00,{DFBF2D10-7885-445D-B48D-88B8225D2296}
1857446.455,6304064.7213,2794,11603,3502,,Papír,1100,2x týdně,SAKO,N,N,A,N,N,A,N,,,2019/01/16 00:00:00+00,,,2021/02/20 00:00:00+00,,,,7,,,7,,Blažovická 1-11,Blažovická,1343,A,2023/04/19 00:00:00+00,{0B7BF380-EE26-4EC8-874D-16EFA3788E0D}
1856900.3884,6305129.4693,2795,25808,3498,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2022/04/04 00:00:00+00,,,,,,,7,,,,,,,Langrova 1e,Langrova,1337,A,2023/04/19 00:00:00+00,{B8BB1611-3BF1-4036-848B-ABBE30363E79}
1844690.7442,6308729.0002,2796,25262,10646,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/07/14 00:00:00+00,,,,,,,7,,,,,Preslova 104- v domě,Preslova,807,N,2023/04/19 00:00:00+00,{58077523-4865-414A-9104-42BA9A36441F}
1836724.432,6311394.3519,2797,24086,3559,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Kamechy x Chvalovka,Kavčí,1379,A,2023/04/19 00:00:00+00,{8CC2A28C-F390-4D8D-A326-8DF7B97DD9F4}
1844875.657,6317009.7055,2798,8142,3851,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Nachová x Duhová,Duhová,2299,A,2023/04/19 00:00:00+00,{F430DC41-E9A6-4163-B296-B38B5DE914BB}
1842564.2748,6304728.2446,2799,25833,3576,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2022/04/05 00:00:00+00,,,,,,,7,,,,,,Svážná 23,Svážná,440,A,2023/04/19 00:00:00+00,{BEB58CE0-1C32-48F3-86B5-77162080CD71}
1853022.8745,6307505.3316,2800,25265,3208,,Papír,1100,3x týdně,SAKO,N,A,N,A,N,N,A,,2021/02/02 00:00:00+00,,2021/07/01 00:00:00+00,,,2020/03/22 00:00:00+00,,7,,7,,,7,Strakatého 9,Strakatého,3138,A,2023/04/19 00:00:00+00,{43038F22-BCFB-4064-8BA4-8D38822F8302}
1855712.2978,6309422.1272,2801,25360,3771,,Papír,1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2021/02/06 00:00:00+00,,7,,,7,,7,,Strnadova,Sedláčkova,2902,A,2023/04/19 00:00:00+00,{18C7BAEC-D70D-4349-BAD4-44271532A408}
1856739.4538,6309804.9185,2802,24309,2480,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Hubrova 1,Hubrova,2260,A,2023/04/19 00:00:00+00,{BDCD94A6-9765-4A1D-9390-FF61DFD6CEB9}
1843481.9927,6303245.2651,2803,7266,3465,,Sklo barevné,1550,1x30 třetí,EKO-KOM,A,N,N,N,N,N,N,,,,,,,,,,,,,,,ulice Kosmonautů 23,ulice Kosmonautů,549,A,2023/04/19 00:00:00+00,{D5B1BC2B-455A-47FA-BBA5-EC24BFC29B4D}
1847062.0943,6310978.3442,2804,25406,10688,Podzemní kontejnery,Papír,3000,3x týdně,městská část Brno-Žabovřesky,A,N,A,N,A,N,N,2021/11/15 00:00:00+00,,2021/11/17 00:00:00+00,,2021/11/20 00:00:00+00,,,7,,7,,7,,,Šelepova - podzemní kontejnery,Kounicova,60,A,2023/04/19 00:00:00+00,{7207FE3A-3F43-477B-B269-CE38858F3A34}
1849682.9224,6309532.0031,2805,25269,10647,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/07/22 00:00:00+00,,,,,,,7,,,,Kunzova 6 - v domě,Kunzova,781,N,2023/04/19 00:00:00+00,{4F2873EB-713E-4865-81B8-2E0CC8F14C5D}
1855533.5187,6299845.7388,2806,24681,10568,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Dvorecká 13,Dvorecká,426,A,2023/04/19 00:00:00+00,{D2991E8A-2904-4488-84D6-DBEC0CFF4AD6}
1848714.3315,6321547.4609,2807,7712,3655,,Sklo barevné,1550,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Drozdí - SMO,,55,A,2023/04/19 00:00:00+00,{116BF1F1-D12B-4012-B2AA-5226877994A7}
1846233.6212,6303346.9394,2808,25249,2502,,Papír,1100,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Gruzínská 9,Gruzínská,514,A,2023/04/19 00:00:00+00,{2131CC8D-CEA6-4EE0-8C1D-DA4931DEDAB6}
1849224.7982,6309532.2757,2809,25316,6209,,Papír,1100,7x týdně,SAKO,A,A,A,A,A,A,A,2021/10/18 00:00:00+00,2019/01/15 00:00:00+00,2019/01/16 00:00:00+00,2019/01/17 00:00:00+00,2019/01/11 00:00:00+00,2021/02/06 00:00:00+00,2021/10/17 00:00:00+00,7,7,7,7,7,7,7,Jeřábkova x Nám. 28. října,Jeřábkova,1848,A,2023/04/19 00:00:00+00,{804536A6-31A0-44DE-A352-B45B7ECC9692}
1840646.6184,6306834.0272,2810,24228,2781,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Libušina třída 25,Libušina třída,825,A,2023/04/19 00:00:00+00,{841D4EED-18BA-4A63-8147-89C3F61D15E7}
1848714.3315,6321547.4609,2811,7713,3655,,Sklo bílé,1550,Na výzvu,SAKO,N,N,N,N,N,N,N,,,,,,,,,,,,,,,Drozdí - SMO,,55,A,2023/04/19 00:00:00+00,{861CBE7C-4A1F-4869-BE40-89008E2C3CA6}
1853807.8328,6312623.8351,2812,25278,2909,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/16 00:00:00+00,,,,,,,7,,,,,Podzimni 5,Podzimní,1125,A,2023/04/19 00:00:00+00,{8CBB83AC-AB78-40DA-A7B7-CE4D123035FB}
1849941.5287,6308702.0661,2813,25376,10683,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/10/20 00:00:00+00,,,,,,,7,,,,,Körnerova 1 -v domě,Körnerova,221,N,2023/04/19 00:00:00+00,{A2E02B2C-ECAE-4053-8EA3-68A3FB92459D}
1842909.2427,6304645.9654,2814,24414,2900,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Svážná 16,Svážná,379,A,2023/04/19 00:00:00+00,{46037176-914D-4AEE-853C-4AE0EB925DB7}
1850330.8241,6313365.1123,2815,24479,2598,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Brožíkova 4,Brožíkova,41,A,2023/04/19 00:00:00+00,{9A65F57F-C5A5-4F8A-B38D-3F2C2FD1DC61}
1850561.4893,6308734.8947,2816,25282,10652,,Papír,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/07/27 00:00:00+00,,,,,,,7,,,,,,"Cejl 75,77 - v domě",Cejl,531,N,2023/04/19 00:00:00+00,{A2C7E1A0-ED5D-4A4D-8B0D-9062589CC530}
1849941.5287,6308702.0661,2817,25377,10683,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/10/20 00:00:00+00,,,,,,,7,,,,,Körnerova 1 -v domě,Körnerova,221,N,2023/04/19 00:00:00+00,{CB894D98-10EC-4935-AA78-8330B159F33E}
1844219.5288,6319864.9138,2818,21702,3745,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Atriová 11,Atriová,559,A,2023/04/19 00:00:00+00,{1470C3E3-B60E-483C-A423-2DE8A4D672A0}
1856589.5399,6305416.9045,2819,25809,3779,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Langrova 5,Langrova,820,A,2023/04/19 00:00:00+00,{3A83FB87-5EC2-4619-B7E8-DCBCC22A5E4E}
1845050.2728,6307869.9793,2820,25289,10262,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Květná 28a - v domě,Květná,475,N,2023/04/19 00:00:00+00,{F7C8D78D-59D1-421F-80FD-6C32B2A8B218}
