X,Y,ObjectId,tid,stanoviste_ogc_fid,typ_odpad_separovany,komodita_odpad_separovany,objem,cyklus_vyvozu,majitel,vyvoz_1,vyvoz_2,vyvoz_3,vyvoz_4,vyvoz_5,vyvoz_6,vyvoz_7,vyvoz_1_zacatek,vyvoz_2_zacatek,vyvoz_3_zacatek,vyvoz_4_zacatek,vyvoz_5_zacatek,vyvoz_6_zacatek,vyvoz_7_zacatek,vyvoz_1_interval,vyvoz_2_interval,vyvoz_3_interval,vyvoz_4_interval,vyvoz_5_interval,vyvoz_6_interval,vyvoz_7_interval,nazev,ulice,cp,verejnost,datum_exportu,GlobalID
1836327.4333,6312346.4482,2821,25381,6051,,Sklo bílé,1300,1x14 sudý,SAKO,N,N,N,A,N,N,N,,,,2021/10/21 00:00:00+00,,,,,,,14,,,,Novodvorská 1-3,Novodvorská,1068,A,2023/04/19 00:00:00+00,{2AFDC2F4-4D08-4BA9-B491-C1AA05907A23}
1843514.9432,6305480.4246,2822,25488,10705,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,A,N,N,A,N,N,N,2022/01/17 00:00:00+00,,,2022/01/20 00:00:00+00,,,,7,,,7,,,,Čtvrtě 12,Úpatní,183,A,2023/04/19 00:00:00+00,{082470E3-4683-4B27-96FF-04BB4E3C8D61}
1842823.5156,6304887.4755,2823,25834,2895,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2022/04/05 00:00:00+00,,,,,,,7,,,,,,Oblá 67,Oblá,414,A,2023/04/19 00:00:00+00,{67599F24-3774-4FD0-9D8A-ED636F6C26E4}
1849834.7956,6308932.3631,2824,25294,10657,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/08/04 00:00:00+00,,,,,,,7,,,,,Stará 16 - v domě,Stará,92,N,2023/04/19 00:00:00+00,{F5499895-0239-442D-8EA8-C434439187AC}
1836327.4333,6312346.4482,2825,25380,6051,,Sklo barevné,1300,1x14 sudý,SAKO,N,N,N,A,N,N,N,,,,2021/10/21 00:00:00+00,,,,,,,14,,,,Novodvorská 1-3,Novodvorská,1068,A,2023/04/19 00:00:00+00,{B602C96F-1BA2-4DE3-9869-2FADB8E66B38}
1854327.4165,6307157.7837,2826,12505,3041,,Papír,1100,3x týdně,EKO-KOM,N,A,N,A,N,N,A,,2023/03/07 00:00:00+00,,2023/03/09 00:00:00+00,,,2023/03/12 00:00:00+00,,7,,7,,,7,Krásného 57,Krásného,1077,A,2023/04/19 00:00:00+00,{E0CB1CCE-42D5-4947-AD28-7070A52C9A58}
1841078.449,6307202.308,2827,26404,10929,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2023/03/21 00:00:00+00,,,2023/03/24 00:00:00+00,,,,7,,,7,,,"Jírovcova 17,19",Jírovcova,938,A,2023/04/19 00:00:00+00,{FD9D1ED0-B031-4610-B4BE-D5047A612AEF}
1847362.3452,6305927.0712,2828,17963,3741,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2022/02/15 00:00:00+00,,,,,,,14,,,,,,Vídeňská x Vojtova,Vojtova,243,A,2023/04/19 00:00:00+00,{15EE59E0-F16A-4FF5-A4C1-942C9A20FFA9}
1847321.1681,6306943.5287,2829,14838,5729,,Papír,1100,4x týdně,SAKO,A,N,A,A,N,A,N,2021/10/25 00:00:00+00,,2019/01/16 00:00:00+00,2021/10/21 00:00:00+00,,2021/10/23 00:00:00+00,,7,,7,7,,7,,Křížová x Křídlovická,Křížová,864,A,2023/04/19 00:00:00+00,{4D8274D6-4531-470B-AD35-4DFF36332BDB}
1846543.1896,6315772.8299,2830,6758,3283,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Kořískova 55,,1613,A,2023/04/19 00:00:00+00,{7FF085C2-43B1-434D-AAAB-188931331AF2}
1846239.2206,6314076.5714,2831,9718,3727,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2022/02/15 00:00:00+00,,,,,,,14,,,,,,Herčíkova 23,Herčíkova,2655,A,2023/04/19 00:00:00+00,{0A00C68E-DA0C-465A-90D5-3084B2A7C93C}
1850306.512,6308648.5729,2832,26406,10926,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2023/03/15 00:00:00+00,,,,,,,7,,,,,Cejl 63 - v domě,Cejl,529,N,2023/04/19 00:00:00+00,{346D1FAF-7958-460C-8066-282E2BB90CDA}
1848261.1944,6306421.5317,2833,10683,3497,Podzemní kontejnery,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",3000,3x týdně,SAKO,N,A,N,A,N,A,N,,2021/01/19 00:00:00+00,,2020/06/04 00:00:00+00,,2020/06/06 00:00:00+00,,,7,,7,,7,,Křídlovická - podzemní kontejnery,Křídlovická,351,A,2023/04/19 00:00:00+00,{D2D1C44A-596C-4454-91B5-5B269CCBBA5E}
1846367.3271,6317823.5946,2834,6392,3146,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,bratří Křičků 27,bratří Křičků,1568,A,2023/04/19 00:00:00+00,{8666CE70-12F9-4C15-98B8-1F3E479888F3}
1840099.4275,6307010.6882,2835,24237,2784,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Pavlovská 5a,Pavlovská,885,A,2023/04/19 00:00:00+00,{381F2341-2F61-4299-AC85-D94BE51B1E84}
1850823.0344,6307335.9164,2836,14978,3670,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2022/02/15 00:00:00+00,,,,,,,14,,,,,,Křenová x Masná,Masná,394,A,2023/04/19 00:00:00+00,{55BD043D-A24F-4679-955C-2A6E2403AE1D}
1848215.7315,6306582.9576,2837,25383,8951,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,A,N,N,N,N,N,,2019/01/15 00:00:00+00,,,,,,,7,,,,,,Křídlovická 43a,Křídlovická,345,N,2023/04/19 00:00:00+00,{D1FC0F4C-B023-4D2C-AD18-83B828412A47}
1846801.4953,6318397.3293,2838,21701,3293,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Jandáskova x Cupákova,Jandáskova,454,A,2023/04/19 00:00:00+00,{9FF9A367-670A-4180-A562-ACFE0F3056C7}
1839305.0293,6312513.7314,2839,24104,3216,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Laštůvkova 8,Laštůvkova,712,A,2023/04/19 00:00:00+00,{F7A3CEBB-EDB9-4E4C-AF21-1EC07CCE1E1E}
1850975.7202,6311425.3676,2840,4609,2556,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2022/02/15 00:00:00+00,,,,,,,14,,,,,,Provazníkova  49,Provazníkova,1271,A,2023/04/19 00:00:00+00,{203F1D11-4AB7-49B6-855C-EC3C2B6BCBD5}
1844763.7921,6308677.5,2841,25386,10448,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/10/25 00:00:00+00,,,,,,,7,,,,,,,Preslova 98 - v domě ,Preslova,408,N,2023/04/19 00:00:00+00,{AE725024-B469-488C-AA3D-D05A6950202B}
1847466.017,6320713.541,2842,8007,3790,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Blanenská před ZŠ,Havláskova,244,A,2023/04/19 00:00:00+00,{2CB2697B-2802-4909-B99D-192E381E047B}
1845010.7877,6312273.8434,2843,24690,3303,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Gabriely Preissové 4,Gabriely Preissové,2522,A,2023/04/19 00:00:00+00,{06E4F7BC-B4F4-4CC3-AC25-1554B1D77ABA}
1851523.7683,6311863.3481,2844,4617,2559,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2022/02/15 00:00:00+00,,,,,,,14,,,,,,Slezákova 51,Slezákova,1020,A,2023/04/19 00:00:00+00,{EA357F4E-1499-438F-A653-E988187BD542}
1848261.1944,6306421.5317,2845,7362,3497,Podzemní kontejnery,Sklo barevné,3000,1x týdně,SAKO,N,A,N,N,N,N,N,,2022/11/22 00:00:00+00,,,,,,,7,,,,,,Křídlovická - podzemní kontejnery,Křídlovická,351,A,2023/04/19 00:00:00+00,{1CB21331-2B52-41E8-A3CA-A9DBD5D37E9F}
1845192.3164,6317807.5634,2846,21458,3295,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Terezy Novákové 115,Žilkova,760,A,2023/04/19 00:00:00+00,{0D21E444-D368-465D-B786-0205B4FCE826}
1844587.3952,6308125.2949,2847,23631,7524,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Kamenomlýnská 2a - v domě,Kamenomlýnská,125,N,2023/04/19 00:00:00+00,{787D962F-8084-4E77-9BC8-6A90D05065BE}
1852008.5424,6306573.5901,2848,18960,3856,Sklo duo - barevné,Sklo barevné,1125,1x14 lichý,SAKO,N,A,N,N,N,N,N,,2022/02/15 00:00:00+00,,,,,,,14,,,,,,Bolzanova 1- radnice,Bolzanova,763,A,2023/04/19 00:00:00+00,{48FB3646-17B8-4FE7-BFC1-C1E0AA7685A6}
1847874.4594,6300663.3839,2849,25388,10684,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/10/27 00:00:00+00,,,,,,,7,,,,,Novomoravanská,,61,A,2023/04/19 00:00:00+00,{AD4D6EE5-5E7E-4283-BF66-F40FC1D574C7}
1857624.5774,6310561.9651,2850,17204,7231,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Bednaříkova 5,Bednaříkova,2187,A,2023/04/19 00:00:00+00,{70DCDB9E-666A-4B70-8891-1A9E5A7AB5FE}
1848717.404,6307806.356,2851,26418,3604,,Papír,240,2x týdně,SAKO,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Dominikánské nám. 6/7 - v domě,Dominikánské náměstí,188,N,2023/04/19 00:00:00+00,{44749473-F249-4A3D-AC8D-07B196A1C2B6}
1847156.6268,6311207.8003,2852,24290,3236,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Tábor 45,Tábor,520,A,2023/04/19 00:00:00+00,{D820BBCE-595A-4E5F-A63D-EFFED8128B2F}
1847874.4594,6300663.3839,2853,25387,10684,,Papír,1100,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/10/27 00:00:00+00,,,,,,,7,,,,,Novomoravanská,,61,A,2023/04/19 00:00:00+00,{390F2FF8-CCFB-49BF-8357-309C7656ED97}
1847987.9607,6321518.336,2854,5233,2763,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Ořešínská x Sousední,Ořešínská,278,A,2023/04/19 00:00:00+00,{2593DB6B-4A0D-4BCC-84F5-66218CC4610F}
1846542.8556,6316325.1445,2855,24452,3247,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Novoměstská 33,Novoměstská,1395,A,2023/04/19 00:00:00+00,{76285500-D435-4617-9FFD-545095279CCD}
1845657.0419,6309025.5706,2856,26421,10932,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,A,N,N,N,N,N,N,2023/04/10 00:00:00+00,,,,,,,7,,,,,,,Havlíčkova 59 - v domě,Havlíčkova,159,N,2023/04/19 00:00:00+00,{DCD87978-ED6F-43EA-AD3E-9EAC9DC15023}
1851523.7683,6311863.3481,2857,25393,2559,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/10/28 00:00:00+00,,,,,,,7,,,,Slezákova 51,Slezákova,1020,A,2023/04/19 00:00:00+00,{7CB8C4A0-E9DB-454E-A268-C36AB0AAAEA7}
1855470.6454,6309434.0194,2858,10137,3547,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2022/02/09 00:00:00+00,,,,,,,14,,,,,Vlkova 5,Vlkova,2670,A,2023/04/19 00:00:00+00,{9DD22170-C183-4B24-B6AB-E40A0DF66751}
1849930.4413,6313779.2776,2859,26425,10779,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2022/03/09 00:00:00+00,,,,,,,7,,,,,Fillova 3 - v domě,Fillova,100,N,2023/04/19 00:00:00+00,{E8A2CED1-5B16-40A1-B80D-70E79E712E77}
1850948.0351,6311643.7585,2860,10281,4610,Podzemní kontejnery,Sklo barevné,3000,1x týdně,městská část Brno-sever,N,A,N,N,N,N,N,,2022/11/22 00:00:00+00,,,,,,,7,,,,,,Merhautova 216 - podzemní kontejnery,Merhautova,1066,A,2023/04/19 00:00:00+00,{5F5E3185-0A03-4EF8-8CD9-32A122C504EF}
1838759.8533,6312329.2173,2861,25775,2712,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/01/15 00:00:00+00,,,2019/01/11 00:00:00+00,,,,7,,,7,,,Kubíčkova 19,Kubíčkova,877,A,2023/04/19 00:00:00+00,{7834CA04-D403-4C66-8AE6-DE91F74E432C}
1845323.7402,6310608.6204,2862,26399,3302,,Papír,1100,4x týdně,SAKO,N,A,A,N,A,N,A,,2018/12/18 00:00:00+00,2021/05/12 00:00:00+00,,2018/12/21 00:00:00+00,,2018/12/23 00:00:00+00,,7,7,,7,,7,Šmejkalova x Fanderlíkova,Šmejkalova,2102,A,2023/04/19 00:00:00+00,{513BE8FC-E7FD-41D2-8235-9A25953A6076}
1849776.2972,6310438.1204,2863,24480,2414,,Biologický odpad,240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2021/04/22 00:00:00+00,,,,,,,7,,,,Durďákova 68,Durďákova,369,A,2023/04/19 00:00:00+00,{F2094268-8726-4C23-AB78-8B8EAECF05A7}
1847539.3766,6312198.7849,2864,12071,3881,,Papír,1100,3x týdně,SAKO,N,A,N,N,A,N,A,,2019/07/09 00:00:00+00,,,2019/07/12 00:00:00+00,,2019/08/18 00:00:00+00,,7,,,7,,7,Pešinova 2,Pešinova,2518,A,2023/04/19 00:00:00+00,{EE0B74D0-9506-4D66-9B5F-67B3FD027AA4}
1847365.4955,6305523.7479,2865,24663,9511,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/04/23 00:00:00+00,,,,,,,7,,,Vídeňská 55,Vídeňská,546,A,2023/04/19 00:00:00+00,{6A32E8DA-E2C1-49D5-9B90-96E6969CBD96}
1856273.5818,6305863.4966,2866,6216,3079,Sklo duo - bílé,Sklo bílé,1125,1x14 lichý,SAKO,N,N,N,A,N,N,N,,,,2022/02/17 00:00:00+00,,,,,,,14,,,,Tilhonova x Vlárská,Vlárská,1239,A,2023/04/19 00:00:00+00,{E112435A-F011-4494-AEEE-600D879C36B2}
1856411.4176,6305568.9107,2867,25810,3778,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Langrova 21,Langrova,825,A,2023/04/19 00:00:00+00,{FF9FBDA3-A3F2-45D6-8FF1-AFA91B771AD9}
1849252.1828,6310027.4078,2868,25394,2538,,Papír,1100,6x týdně,SAKO,A,A,A,A,A,A,N,2021/10/25 00:00:00+00,2021/02/02 00:00:00+00,2021/10/27 00:00:00+00,2021/10/28 00:00:00+00,2021/02/05 00:00:00+00,2021/02/06 00:00:00+00,,7,7,7,7,7,7,,Drobného x Schodová,Drobného,305,A,2023/04/19 00:00:00+00,{C19A693E-1493-4946-8E4B-07FD23750927}
1850419.7239,6318598.1798,2869,25252,2463,Podzemní kontejnery,Sklo barevné,3000,1x týdně,městská část Brno-sever,N,A,N,N,N,N,N,,2022/11/22 00:00:00+00,,,,,,,7,,,,,,Útěchovská - podzemní kontejnery,Útěchovská,793,A,2023/04/19 00:00:00+00,{634910C7-DDB8-4852-936C-529C0CDB4633}
1845107.157,6311986.0548,2870,5981,3010,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,A,N,N,N,N,N,N,2022/02/07 00:00:00+00,,,,,,,14,,,,,,,Makovského nám. 2,Přívrat,1967,A,2023/04/19 00:00:00+00,{B7F3BF85-3E5C-44AE-8486-315347915047}
1844528.6296,6308135.8395,2871,23632,8090,,Biologický odpad,240,1x14 sudý,SAKO,N,N,A,N,N,N,N,,,2021/05/19 00:00:00+00,,,,,,,14,,,,,Kamenomlýnská 8 - v domě,Kamenomlýnská,129,N,2023/04/19 00:00:00+00,{8AF9168B-36C9-4CBF-9308-AB6E282152B8}
1845510.9907,6303194.2922,2872,25395,9998,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/11/02 00:00:00+00,,,,,,,7,,,,,,Rolnická 3-5,Rolnická,643,A,2023/04/19 00:00:00+00,{429E4A95-BE1B-47E8-AE42-C491E8BCBA05}
1853404.4555,6308202.9574,2873,11756,3055,,Papír,1100,5x týdně,SAKO,N,A,N,A,N,N,A,,2023/03/07 00:00:00+00,,2023/03/09 00:00:00+00,,,2023/03/12 00:00:00+00,,7,,7,,,7,Jamborova x Vančurova,Vančurova,3152,A,2023/04/19 00:00:00+00,{2B70257C-9088-47E0-A0FB-320BF218BDE5}
1852755.9192,6307602.7818,2874,6163,3063,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,A,N,N,N,N,N,N,2022/02/07 00:00:00+00,,,,,,,14,,,,,,,Tovačovského 15,Tovačovského,3890,A,2023/04/19 00:00:00+00,{919C5C71-7B5E-428A-A567-E15B02D8312C}
1850138.1969,6307128.487,2875,22825,9975,,Papír,1100,2x týdně,SAKO,N,N,A,N,N,A,N,,,2023/03/15 00:00:00+00,,,2019/09/21 00:00:00+00,,,,7,,,7,,Cyrilská x Mlýnská,Cyrilská,330,A,2023/04/19 00:00:00+00,{2EDEC39D-179D-4069-B4E6-6B0B8E86AC05}
1860345.3816,6309402.5341,2876,25397,3767,,Papír,1100,2x týdně,EKO-KOM,A,N,N,A,N,N,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,,,7,,,7,,,,Ondráčkova 134,Ondráčkova,844,A,2023/04/19 00:00:00+00,{5A3AA33A-8736-4ED4-91E4-8590300F675F}
1847840.9188,6309117.791,2877,25186,3489,,Biologický odpad,240,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/06/04 00:00:00+00,,,,,,,7,,,Veveří 40,Veveří,101,A,2023/04/19 00:00:00+00,{EB676F4D-51E0-43BF-A1E0-E6B158E6E920}
1846088.4606,6311429.3212,2878,19579,6269,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,A,N,N,N,N,N,N,2022/02/07 00:00:00+00,,,,,,,14,,,,,,,Korejská-Jindřichova,Korejská,2072,A,2023/04/19 00:00:00+00,{E20A172C-AA9D-4DB5-A94A-C190EA063D3D}
1856760.0257,6310681.5176,2879,24319,2862,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Kotlanova 5,Elplova,2468,A,2023/04/19 00:00:00+00,{91F92195-9AD7-4920-9ED0-3CC0AFE91FAC}
1846844.3088,6311038.9411,2880,10988,3269,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,4x týdně,SAKO,A,N,N,A,A,A,N,2021/02/08 00:00:00+00,,,2021/02/11 00:00:00+00,2019/01/11 00:00:00+00,2021/11/27 00:00:00+00,,7,,,7,7,7,,Tábor 30a,Tábor,2352,A,2023/04/19 00:00:00+00,{2BF2CBD3-7D03-455D-B533-F82F8D62BEF1}
1845834.1735,6313184.0738,2881,25398,3452,,Papír,1100,2x týdně,SAKO,N,A,N,N,A,N,N,,2019/07/09 00:00:00+00,,,2019/07/12 00:00:00+00,,,,7,,,7,,,Purkyňova 97,Purkyňova,2734,A,2023/04/19 00:00:00+00,{72D5B6B0-1DD3-4122-8910-256A2871786A}
1854327.4165,6307157.7837,2882,6086,3041,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,A,N,N,N,N,N,N,2022/02/07 00:00:00+00,,,,,,,14,,,,,,,Krásného 57,Krásného,1077,A,2023/04/19 00:00:00+00,{F68B442F-A4D5-4EEF-9BA4-D8033072AAC5}
1848714.3315,6321547.4609,2883,24971,3655,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/03/26 00:00:00+00,,,,,,,7,,,Drozdí - SMO,,55,A,2023/04/19 00:00:00+00,{CF886759-EBA4-4EC2-9BE8-AF7A3099C707}
1841878.658,6307381.1229,2884,24238,3540,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Potocká 62,Potocká,138,A,2023/04/19 00:00:00+00,{7130EF21-C4AF-4B33-8C76-3A0E45187A91}
1836327.4333,6312346.4482,2885,15403,6051,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,4x týdně,SAKO,N,A,N,N,A,N,A,,2021/02/02 00:00:00+00,,,2021/02/05 00:00:00+00,,2021/02/07 00:00:00+00,,7,,,7,,7,Novodvorská 1-3,Novodvorská,1068,A,2023/04/19 00:00:00+00,{F487D487-1D8A-4B5D-A853-537E9E3971F5}
1853847.9189,6307948.0483,2886,9896,4469,Sklo duo - bílé,Sklo bílé,1125,1x14 sudý,SAKO,A,N,N,N,N,N,N,2022/02/07 00:00:00+00,,,,,,,14,,,,,,,Došlíkova 17,Došlíkova,3051,A,2023/04/19 00:00:00+00,{FA9AA4D7-700E-478B-8986-EC7EE6C9823A}
1848714.3315,6321547.4609,2887,24972,3655,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,1x týdně,SAKO,N,N,N,N,A,N,N,,,,,2021/03/26 00:00:00+00,,,,,,,7,,,Drozdí - SMO,,55,A,2023/04/19 00:00:00+00,{71FE3977-A79E-4959-9DA2-F137E24750DF}
1837330.9897,6311798.4505,2888,24105,2721,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Lýskova 1,Lýskova,1035,A,2023/04/19 00:00:00+00,{298F33F7-17BA-4D1E-AF34-E74B94BCA3D4}
1848946.6776,6308887.4208,2889,25409,7329,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/16 00:00:00+00,,,,,,,7,,,,,Koliště 9- v domě,Koliště,1910,N,2023/04/19 00:00:00+00,{9424653A-2B4C-42ED-906F-7EC530E6DE1D}
1845967.601,6318007.8029,2890,5669,2913,,Sklo barevné,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/08/14 00:00:00+00,,,,,,,7,,,,,Kárníkova 6,Úlehle,2066,A,2023/04/19 00:00:00+00,{A24662B9-B05D-4A4F-B377-17DAC71A53E4}
1853830.6421,6297032.0445,2891,24165,8652,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Pěkná 42a,Pěkná,680,A,2023/04/19 00:00:00+00,{63BB87DC-416F-47B3-8CF6-AEABBBCC7AC1}
1845249.5235,6312328.706,2892,24691,3027,,Biologický odpad,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2021/04/14 00:00:00+00,,,,,,,7,,,,,Gabriely Preissové 8,Chlubnova,2689,A,2023/04/19 00:00:00+00,{D6FDBD14-148C-4ABE-8669-F3F600402A45}
1846896.9963,6311088.2233,2893,25410,10689,,Sklo barevné,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/11/29 00:00:00+00,,,,,,,7,,,,,,,Tábor x Jana Babáka,Tábor,2340,A,2023/04/19 00:00:00+00,{3B626A7B-27C7-4016-9B29-3BB3FB994C00}
1847445.1335,6307692.0227,2894,16981,3691,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/16 00:00:00+00,,,,,,,7,,,,,Úvoz 16 - v domě,Úvoz,520,N,2023/04/19 00:00:00+00,{1C17471E-16A4-4553-8708-D8D7A30029C4}
1855746.8847,6305647.0947,2895,24564,4650,,Biologický odpad,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/04/19 00:00:00+00,,,,,,,7,,,,,,,Řípská 19b,Řípská,1469,A,2023/04/19 00:00:00+00,{2309DD35-6631-4673-8797-E2C298E7A581}
1851134.7958,6314082.0265,2896,26407,10930,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2023/03/30 00:00:00+00,,,,,,,7,,,,Blažkova 5 - v domě,Blažkova,17,N,2023/04/19 00:00:00+00,{678B6C80-34E4-4777-9570-91841AC5ACAB}
1846896.9963,6311088.2233,2897,25411,10689,,Sklo barevné,240,1x týdně,SAKO,A,N,N,N,N,N,N,2021/11/29 00:00:00+00,,,,,,,7,,,,,,,Tábor x Jana Babáka,Tábor,2340,A,2023/04/19 00:00:00+00,{D4DCC8BA-EEE3-434A-8110-1CFD397D874C}
1847262.692,6308487.9421,2898,12273,3695,,Papír,240,1x týdně,SAKO,N,N,A,N,N,N,N,,,2019/01/16 00:00:00+00,,,,,,,7,,,,,Úvoz 64a - v domě,Úvoz,203,N,2023/04/19 00:00:00+00,{201AC1A8-792B-4524-B9CD-A7CDA16EA7F8}
1843441.2386,6304677.3138,2899,24396,3653,,Biologický odpad,240,1x týdně,SAKO,N,A,N,N,N,N,N,,2021/04/20 00:00:00+00,,,,,,,7,,,,,,Oblá 14,Oblá,351,A,2023/04/19 00:00:00+00,{F4D02F11-0DE3-4DB0-BC0A-42C4A6718ADF}
1849951.8592,6313318.868,2900,25412,2600,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",1100,3x týdně,SAKO,A,N,N,A,N,A,N,2019/01/14 00:00:00+00,,,2019/01/17 00:00:00+00,,2019/04/20 00:00:00+00,,7,,,7,,7,,Slavíčkova 13,Slavíčkova,418,A,2023/04/19 00:00:00+00,{7520A3F7-7DEC-431F-ACB8-59DE178EFC66}
1851134.7958,6314082.0265,2901,26408,10930,,"Plasty, nápojové kartony a hliníkové plechovky od nápojů",240,1x týdně,SAKO,N,N,N,A,N,N,N,,,,2023/03/30 00:00:00+00,,,,,,,7,,,,Blažkova 5 - v domě,Blažkova,17,N,2023/04/19 00:00:00+00,{73ADCBB5-1811-4137-B27C-BF4D9DE46B25}
